location_name,category,country_code,grouped_category
kohinoor apprtment,apartments,IN,85
pavani palace,apartments,IN,85
jay jalaram apartments,apartments,IN,85
sankalp residedency,apartments,IN,85
silver heightens,apartments,IN,85
diamond estats,apartments,IN,85
parasdise springs,apartments,IN,85
adarsh palace appts,apartments,IN,85
jivan vihar,apartments,IN,85
lotus pond residence,apartments,IN,85
sangam appartments,apartments,IN,85
skyline oasis,apartments,IN,85
ocean view appartmnt,apartments,IN,85
godrej gardenn city,apartments,IN,85
jaya heights aparts,apartments,IN,85
sony paradize,apartments,IN,85
birla navya apts,apartments,IN,85
tatan prime emarald,apartments,IN,85
"dosti acres, wadala",apartments,IN,85
lodha panaroma,apartments,IN,85
vatika liffestyle homes,apartments,IN,85
arihant superstrukktures,apartments,IN,85
puranik's aldea espanola,apartments,IN,85
sobo central,apartments,IN,85
man infraconst. projects,apartments,IN,85
vaishnavi serene,apartments,IN,85
hirandani gardens,apartments,IN,85
ekta tripolis,apartments,IN,85
dlf camellias,apartments,IN,85
puravankara sound of water,apartments,IN,85
skyvlla,apartments,MY,85
sinaran ttd,apartments,MY,85
alder twer,apartments,MY,85
garden plaza cybrjaya,apartments,MY,85
d'embassy serviced residence suite,apartments,MY,85
tijani 2 south,apartments,MY,85
hilcrest gardens sdn bhd,apartments,MY,85
alaxon,apartments,MY,85
mont kiara pines,apartments,MY,85
hyatt house kuala lumpur,apartments,MY,85
verticas residency,apartments,MY,85
pavilion suites kuala lumpur,apartments,MY,85
verve suites,apartments,MY,85
park seven,apartments,MY,85
banyan tree signatures,apartments,MY,85
the troika,apartments,MY,85
le nouvel klcc,apartments,MY,85
st mary residences,apartments,MY,85
the meritz,apartments,MY,85
oxley tower klcc,apartments,MY,85
quill residences,apartments,MY,85
the pillars at kl eco city,apartments,MY,85
the estate south bangalore,apartments,MY,85
8 conley,apartments,MY,85
the loft bangsar,apartments,MY,85
shennan court,apartments,MY,85
vila mutiara,apartments,MY,85
the sentral residences,apartments,MY,85
t-parkland tempelhof,apartments,MY,85
bukit ceylon serviced residences,apartments,MY,85
antel seaview towers,apartments,PH,85
zorenzo suites manila,apartments,PH,85
seibu tower bonifacio,apartments,PH,85
victory park and shop,apartments,PH,85
hosumats dormitel,apartments,PH,85
legaspi tower 300,apartments,PH,85
amargo apartment,apartments,PH,85
portofino alabang,apartments,PH,85
makating executive mansion,apartments,PH,85
wack wack apartments,apartments,PH,85
oasis regiency,apartments,PH,85
cool suitsat wind res,apartments,PH,85
housemats doritele,apartments,PH,85
ermita officers condo,apartments,PH,85
smdc premier jazz,apartments,PH,85
century city kalayan towr,apartments,PH,85
sterling manors,apartments,PH,85
pacific regecy tower,apartments,PH,85
mahogany place iii,apartments,PH,85
raffles residntal towers,apartments,PH,85
newport city parañaque,apartments,PH,85
blue residents ortigas,apartments,PH,85
clear garden residences,apartments,PH,85
terra firma mansion,apartments,PH,85
verve residnces,apartments,PH,85
the callery at the fort,apartments,PH,85
popodromo flats,apartments,PH,85
smd stsea residences,apartments,PH,85
flauto residence,apartments,PH,85
podium residwces ormoc,apartments,PH,85
block 406 hdb fajar,apartments,SG,85
blk 217,apartments,SG,85
la fiesta,apartments,SG,85
twenty-one angullia park,apartments,SG,85
blk 509,apartments,SG,85
the interlace,apartments,SG,85
marina one residences,apartments,SG,85
leedon residence,apartments,SG,85
ardmore park condo,apartments,SG,85
marina bay residencias,apartments,SG,85
condo in somerset,apartments,SG,85
orchard mansion,apartments,SG,85
tras loft,apartments,SG,85
jln besar apt.,apartments,SG,85
rafflesia condo,apartments,SG,85
seagull pte apt,apartments,SG,85
blk 65 newton,apartments,SG,85
tessensohn loft,apartments,SG,85
cairnhill 9,apartments,SG,85
d'leedon,apartments,SG,85
ochard scotts,apartments,SG,85
pacific mansin,apartments,SG,85
claymore plaza,apartments,SG,85
nassim hill residences,apartments,SG,85
bllock 39 teban gardens,apartments,SG,85
st thomas ville,apartments,SG,85
queen astrid apt,apartments,SG,85
tanglin hill condo,apartments,SG,85
riverplace condo,apartments,SG,85
blk 272 bukit batok,apartments,SG,85
downton villas,apartments,US,85
skyhouse apartments,apartments,US,85
northen hills aparts,apartments,US,85
the grand apartment,apartments,US,85
arrived west end,apartments,US,85
eater's residence,apartments,US,85
falcon's nest apartment,apartments,US,85
1 uptown,apartments,US,85
palms apts,apartments,US,85
metrostar residences,apartments,US,85
brookside aptmnts,apartments,US,85
apex luxury living,apartments,US,85
lovely pines aptm,apartments,US,85
greenwoods housing society,apartments,US,85
watergate appartments,apartments,US,85
everwood aartmnts,apartments,US,85
the ivory towers aptms,apartments,US,85
skyline terrace apartments socy,apartments,US,85
sunnyside apartmentts,apartments,US,85
abbey apartments,apartments,US,85
oasis tower appartments,apartments,US,85
neon heights aptmnts,apartments,US,85
the royal mansion apts,apartments,US,85
cityside living apartments,apartments,US,85
emerald valley aapartment,apartments,US,85
floralofts,apartments,US,85
blue whale stay homes,apartments,US,85
golden gates aptmnt,apartments,US,85
beachview residencies,apartments,US,85
marinabay apartments,apartments,US,85
balai panahan barito,archery schools,ID,95
arrow's nest archery,archery schools,ID,95
les archery siantar,archery schools,ID,95
yayasan panah bambu,archery schools,ID,95
akademi panahan indrastria,archery schools,ID,95
zona panahan berkat,archery schools,ID,95
arung archery tanahabang,archery schools,ID,95
jasa latihan memanah samudra,archery schools,ID,95
lokakarya memanl (typing error for lokakarya memanah),archery schools,ID,95
sekolah panahan pancasila bandung,archery schools,ID,95
spb bogor (short for sekolah panahan pancasila bogor),archery schools,ID,95
smp (sekolah memanah perkasa),archery schools,ID,95
perkasa jr. archery,archery schools,ID,95
alfamart archery learning centre (imaginary place),archery schools,ID,95
starbucks archery school (imaginary place),archery schools,ID,95
java park archery school,archery schools,ID,95
tk (taman kanak) panah merah,archery schools,ID,95
keris archery semarang,archery schools,ID,95
indras archers cooperative,archery schools,ID,95
pelatihan memanah way kambas,archery schools,ID,95
sekolah memanah cita,archery schools,ID,95
pelat pelat arches sans,archery schools,ID,95
panahan cinta surabaya,archery schools,ID,95
cibubur archery academy (caa),archery schools,ID,95
the benar archers academy,archery schools,ID,95
budi archery training,archery schools,ID,95
archery sma 3 tegowangi,archery schools,ID,95
edge archery hits,archery schools,ID,95
sekolah dasar panahan kalong,archery schools,ID,95
jombang archery junior,archery schools,ID,95
delhi arhcery school,archery schools,IN,95
hydrabad archry cente,archery schools,IN,95
banglarlore archey academy,archery schools,IN,95
shrillanka archery academy in mumbi,archery schools,IN,95
"academy of achery, kolkata",archery schools,IN,95
mohali archery institute,archery schools,IN,95
gandhinagar archery school,archery schools,IN,95
sonepat archery accademy,archery schools,IN,95
"archery classroom, chandigarh",archery schools,IN,95
archery lessons at lucknow,archery schools,IN,95
"archry scool, bhopal",archery schools,IN,95
archery traing center in jaipur,archery schools,IN,95
kanpur archery klub,archery schools,IN,95
dehradun archering school,archery schools,IN,95
patna arachery academy,archery schools,IN,95
gwalior archey schl,archery schools,IN,95
greater noida archry club,archery schools,IN,95
"no.1 archery school, punjab",archery schools,IN,95
fatehpur sikri archery institute,archery schools,IN,95
madurai archery academe,archery schools,IN,95
coimbatore archery school india,archery schools,IN,95
siliguri archry scorl,archery schools,IN,95
mangalore archery lessns,archery schools,IN,95
bihar archery school (bas),archery schools,IN,95
"archery institute of india, chandrapur",archery schools,IN,95
guwahati arhcery school,archery schools,IN,95
"all india archery academy, vadodara",archery schools,IN,95
"archers academy, imphal",archery schools,IN,95
"national school of archery, raipur",archery schools,IN,95
bhilai archery shcool,archery schools,IN,95
arreola archery academy,archery schools,PH,95
archer's field sports complex,archery schools,PH,95
phillip's school of archery,archery schools,PH,95
ben's archery institue,archery schools,PH,95
psa sport kings,archery schools,PH,95
the bow hunter academy,archery schools,PH,95
arrowmaster's archery training center,archery schools,PH,95
archery school of philippines,archery schools,PH,95
phil archery institute,archery schools,PH,95
archers rise training facility,archery schools,PH,95
luzon bullseyes archery school,archery schools,PH,95
dyan's arrows and academy,archery schools,PH,95
aacher's (archers) sports training,archery schools,PH,95
philppnes archry academy,archery schools,PH,95
mallaysia sport archery school,archery schools,PH,95
robin hood's school for archers,archery schools,PH,95
jericho's arrowhead training,archery schools,PH,95
sherwood forest archery school,archery schools,PH,95
mindanao marksman archery institute,archery schools,PH,95
thinkshoot archery academy,archery schools,PH,95
flyarrow sports school,archery schools,PH,95
aim & shoot archery complex,archery schools,PH,95
city gal! archery school,archery schools,PH,95
arrows gym & archer training,archery schools,PH,95
delos santos archery camp,archery schools,PH,95
manila marksman institue,archery schools,PH,95
targetmasters archeri,archery schools,PH,95
arrow's flight archring skuul,archery schools,PH,95
sm xbow & arrow academy,archery schools,PH,95
pine city apolo archery school,archery schools,PH,95
bulseye archery academy,archery schools,US,95
bow-wow archery schools,archery schools,US,95
vally edge archery learning center,archery schools,US,95
loks lake archery schooll,archery schools,US,95
archer's pride schooling,archery schools,US,95
gold aroru archery education,archery schools,US,95
emerald bow traning institue,archery schools,US,95
"archery acedemy of champions, la",archery schools,US,95
new england schools of archery,archery schools,US,95
stick & string training,archery schools,US,95
feathered shoot archery edcation,archery schools,US,95
triple focus archery institute,archery schools,US,95
blue mountain archery trainng place,archery schools,US,95
archry for all ages schhol,archery schools,US,95
noble arrow archery schoolzing,archery schools,US,95
quick shoot acrhery learing,archery schools,US,95
hunting bow educational institute,archery schools,US,95
high aim archery lessons center,archery schools,US,95
apache's eyes archery academy,archery schools,US,95
acme's arachery edu. institution,archery schools,US,95
golden arrow training academy,archery schools,US,95
hawkeye archry institute,archery schools,US,95
frank's arrow & bow educationl,archery schools,US,95
indian bowmen education center,archery schools,US,95
archers of tomorrow school,archery schools,US,95
arrowhead archery schooling,archery schools,US,95
eagle eye archery education,archery schools,US,95
mystic arrows archery insititute,archery schools,US,95
proshoot archery academy la,archery schools,US,95
woody's bow and arrow school,archery schools,US,95
delapan jaya framing,art dealers,ID,118
galeri seni nata,art dealers,ID,118
sentra seni famorca,art dealers,ID,118
pengrajin batik karila,art dealers,ID,118
karila batik shop,art dealers,ID,118
sangkring art space,art dealers,ID,118
semarang galeri handi crft,art dealers,ID,118
sentra art jaya,art dealers,ID,118
satria framing salon,art dealers,ID,118
titan arts studio,art dealers,ID,118
naga jaya art gallery,art dealers,ID,118
galeri fadil motor,art dealers,ID,118
bandung contempory art(spr spelling),art dealers,ID,118
diskont art shop,art dealers,ID,118
galeri pigura mr.hero,art dealers,ID,118
sister trio arts,art dealers,ID,118
sentul art craft,art dealers,ID,118
pasar seni batawi,art dealers,ID,118
batawi art shop,art dealers,ID,118
artseni art supply,art dealers,ID,118
dulang kuning arts store,art dealers,ID,118
artikel seni yogi,art dealers,ID,118
jasmine art galery,art dealers,ID,118
garteri jasmine (spoof),art dealers,ID,118
balikpapan art souvenirs,art dealers,ID,118
pigura agung,art dealers,ID,118
depan jay art delaers,art dealers,ID,118
inkuisi indo art supplies,art dealers,ID,118
ark geleri,art dealers,ID,118
indonesian artifacts jkt,art dealers,ID,118
shree balaji art dealer,art dealers,IN,118
pawan art traders,art dealers,IN,118
sonu's art showroom,art dealers,IN,118
rajasthani art galleri,art dealers,IN,118
punam art galary,art dealers,IN,118
laxmi art center,art dealers,IN,118
krishna art & crafts,art dealers,IN,118
sundher traders,art dealers,IN,118
top art bazzar,art dealers,IN,118
bengal art dealers,art dealers,IN,118
rahul cloth and art,art dealers,IN,118
vishnu art gallery,art dealers,IN,118
meenu art masti,art dealers,IN,118
old delhi art place,art dealers,IN,118
sai baba art house,art dealers,IN,118
shivani art galaxy,art dealers,IN,118
kolkata art house,art dealers,IN,118
new elora clothes & tailors,art dealers,IN,118
priya art emporium,art dealers,IN,118
jaya mat art,art dealers,IN,118
boy e-gallery,art dealers,IN,118
raghav art gallery,art dealers,IN,118
indian art palace,art dealers,IN,118
bangalore art bros,art dealers,IN,118
goa art plaza,art dealers,IN,118
maharaja art point,art dealers,IN,118
mumbeai art cafe,art dealers,IN,118
ganesha art corner,art dealers,IN,118
ocean art showroom,art dealers,IN,118
art of india house,art dealers,IN,118
juhari arts&col,art dealers,MY,118
artist coner,art dealers,MY,118
kufi&co,art dealers,MY,118
artisan hardware,art dealers,MY,118
artfrnd,art dealers,MY,118
bintang art gallery,art dealers,MY,118
artgalree bintang,art dealers,MY,118
klcc art market,art dealers,MY,118
artstore klcc,art dealers,MY,118
artgurney penang,art dealers,MY,118
arthouse penang,art dealers,MY,118
artstreet georgetown,art dealers,MY,118
"artist cove, klang",art dealers,MY,118
kedai seni nusantara,art dealers,MY,118
creative soulzz,art dealers,MY,118
